DESTINO,ORIGEN,CANTI,FOBDOL,FOBPES
FRA,CTG,0,15,59620
FRA,CTG,8,85,328454
FRA,CTG,41,647,2504712
FRA,CTG,10,311,1204834
FRA,CTG,3620,7517,29100993
FRA,CTG,1,24,92295
FRA,CTG,1,69,266433
FRA,CTG,2,124,479014
FRA,CTG,31,1447,5602104
FRA,CTG,2,25,98606
FRA,CTG,189,3150,12193558
FRA,CTG,13,143,554237
FRA,CTG,2,22,86333
FRA,CTG,3,385,1491050
FRA,CTG,0,22,85017
FRA,CTG,31,1351,5232032
FRA,CTG,0,17,65815
FRA,CTG,34,1372,5310623
FRA,CTG,6,61,237204
FRA,CTG,0,8,31010
FRA,CTG,0,57,220673
FRA,CTG,0,6,24971
FRA,CTG,3966,5219,20204788
FRA,CTG,0,20,77429
FRA,CTG,1,35,134417
FRA,CTG,1,18,68447
FRA,CTG,1,23,88114
FRA,CTG,6,1187,4595489
FRA,CTG,1,78,300154
FRA,CTG,6,419,1621441
FRA,CTG,63,1994,7720988
FRA,CTG,1,125,485480
FRA,CTG,2,146,563451
FRA,CTG,4,6083,23548637
FRA,CTG,1,106,410838
FRA,CTG,3,68,261439
FRA,CTG,30,591,2288414
FRA,CTG,1,120,462987
FRA,CTG,1286,13853,53630694
FRA,CTG,1,54,207277
FRA,CTG,1,307,1190277
FRA,CTG,1,36,138520
FRA,CTG,1,1,3717
FRA,CTG,10,6145,23790796
FRA,CTG,22,1092,4226075
FRA,CTG,3,431,1669756
FRA,CTG,2,195,756172
FRA,CTG,919,2883,11163210
FRA,CTG,296,1207,4674273
FRA,CTG,6,323,1249007
FRA,CTG,2,216,837085
FRA,CTG,16,25,95393
FRA,CTG,10,1160,4489527
FRA,CTG,7,892,3454843
FRA,CTG,280,11556,44739096
FRA,CTG,323,5665,21933390
FRA,CTG,6,136,524969
FRA,CTG,11,795,3077609
FRA,CTG,116,4990,19320007
FRA,CTG,3,213,823806
FRA,CTG,3,708,2742613
FRA,CTG,1,91,352612
FRA,CTG,1,1150,4450503
FRA,CTG,8,4588,17760974
FRA,CTG,13,220,851564
FRA,CTG,11,821,3179428
FRA,CTG,22,1250,4839429
FRA,CTG,1,18,68873
FRA,CTG,9,423,1637430
FRA,CTG,209,605,2341143
FRA,CTG,3,33,125900
FRA,CTG,2,157,606579
FRA,CTG,141,15130,58574071
FRA,CTG,33,1160,4491966
FRA,CTG,13,98,378976
FRA,CTG,1,47,181494
FRA,CTG,25,1650,6389054
FRA,CTG,2,61,237707
FRA,CTG,21,733,2837347
FRA,CTG,2,184,712115
FRA,CTG,1,4,15834
FRA,CTG,42,3575,13840821
FRA,CTG,5,75,288578
FRA,CTG,51,151,584163
FRA,CTG,4,29,113975
FRA,CTG,17,2830,10958100
FRA,CTG,13,521,2017296
FRA,CTG,60,1931,7474841
FRA,CTG,4,4,14247
FRA,CTG,1,237,919082
FRA,CTG,3,1901,7358117
FRA,CTG,85,3704,14339038
FRA,CTG,258,16720,64732425
FRA,CTG,517,15910,61592872
FRA,CTG,686,15546,60184362
FRA,CTG,18,2176,8425591
FRA,CTG,7,380,1470493
FRA,CTG,18,725,2808350
FRA,CTG,2,591,2288104
FRA,CTG,2,136,528453
FRA,CTG,20,230,888575
FRA,CTG,425,2796,10824768
FRA,CTG,561,10496,40634933
FRA,CTG,56,2928,11335296
FRA,CTG,2976,33020,127835318
FRA,CTG,5,158,609753
FRA,CTG,4,138,534531
FRA,CTG,164,9913,38377529
FRA,CTG,9,382,1477539
FRA,CTG,897,4266,16516690
FRA,CTG,7,675,2613190
FRA,CTG,5,549,2124419
FRA,CTG,3,938,3630065
FRA,CTG,990,31805,123131274
FRA,CTG,2,280,1084780
FRA,CTG,2,133,513199
FRA,CTG,10,610,2361894
FRA,CTG,2,16,60007
FRA,CTG,4410,65457,258099979
FRA,CTG,105408,96624,380557006
FRA,CTG,26352,24156,96588008
FRA,CTG,28700,41041,161117527
FRA,CTG,2060,48730,194915614
GAB,CTG,65016,157122,635593057
GHA,CTG,42000,76440,304422300
GHA,CTG,2,9,34488
GRD,CTG,1982,7814,29863588
GRD,CTG,5268,14305,54675190
GRD,CTG,2553,8363,31963040
GRD,CTG,1237,3695,14121710
GRD,CTG,279,6253,23899470
GRD,CTG,259,2823,10788424
GRD,CTG,11,10,38985
GRD,CTG,10,0,764
GRD,CTG,8,3,11466
GRD,CTG,54,6941,27700658
GRD,CTG,8,1551,6189456
GRD,CTG,5,753,3003496
GRD,CTG,430,15381,61266423
GRD,CTG,40,430,1714348
GRD,CTG,3,12,49710
GRD,CTG,10,28,111927
GRC,CTG,57907,226803,899437124
GRC,CTG,38615,161004,644487218
GLP,CTG,54232,41828,166672402
GLP,CTG,11978,14765,58515627
GLP,CTG,26208,18285,72745638
GLP,CTG,16128,19354,76995104
GLP,CTG,4154,22477,88240317
GLP,CTG,1,1,3926
GLP,CTG,2,2,7852
GLP,CTG,2,2,7066
GLP,CTG,1,1,3926
GLP,CTG,1,1,3141
GLP,CTG,24840,29311,114765952
GLP,CTG,150,19500,77988885
GLP,CTG,150,1050,4199402
GLP,CTG,25491,22224,86839652
GLP,CTG,21907,22022,84170332
GLP,CTG,66852,49996,198286531
GLP,CTG,1950,2145,8487250
GLP,CTG,23040,31104,124132332
GLP,CTG,58320,47570,190207841
GLP,CTG,38880,46440,181762232
GLP,CTG,4032,5184,20728276
GLP,CTG,18144,20736,82913103
GLP,CTG,6427,16196,62700804
GLP,CTG,23040,24320,96207002
GLP,CTG,25363,124255,496950894
GLP,CTG,1625,7621,30479696
GTM,BOG,18,12044,48169135
GTM,CTG,1000,2500,10058025
GTM,CTG,1000,2000,8046420
GTM,CTG,100,530,2132301
GTM,CTG,500,2475,9957445
GTM,CTG,153590,31486,125614772
GTM,CTG,21876,50427,201703942
GTM,CTG,100,631,2522343
GTM,CTG,42,52920,211601149
GTM,CTG,8190,23587,94346677
GTM,CTG,100,1200,4827852
GTM,CTG,102,508,2021927
GTM,CTG,91,1380,5495850
GTM,CTG,1779,12087,48137274
GTM,CTG,2580,2399,9651560
GTM,CTG,20,180,719984
GTM,CTG,7091,19540,78614408
GTM,CTG,10942,24262,97611644
GTM,CTG,711,2376,9559509
GTM,CTG,1092,6443,25703873
GTM,CTG,15,611,2444945
GTM,CTG,20,607,2429545
GTM,CTG,5,146,583787
GTM,CTG,926,202381,809506986
GTM,CTG,31,8831,35323085
GTM,CTG,21,55440,221677394
GTM,CTG,480,10058,40230815
GTM,CTG,75,15840,63336398
GTM,CTG,4000,9090,34742434
GTM,CTG,15050,76862,293772318
GTM,CTG,2500,11960,47335150
GTM,CTG,109,332150,1308145614
GTM,CTG,1229,16339,65332455
GTM,CTG,4083,40752,162948559
GTM,CTG,313,1942,7765106
GTM,CTG,13104,39768,158840485
GTM,CTG,1950,9945,39765182
GTM,CTG,4899,38661,154393528
GTM,CTG,230,1547,6185695
GTM,CTG,695,1870,7477893
GTM,CTG,576,691,2757577
GTM,CTG,4459,7905,30753538
GTM,CTG,21600,34819,136105371
GTM,CTG,55000,71960,287775900
GTM,CTG,3000,7050,28189496
GTM,CTG,200,1812,6925555
GTM,CTG,1500,3060,11695473
GTM,CTG,4000,2890,11555694
GTM,CTG,100,1200,4586460
GTM,CTG,16942,48036,192070507
GTM,CTG,18722,245646,969215236
GTM,CTG,14004,8812,35154558
GTM,CTG,14004,2212,8826241
GTM,CTG,2820,2602,10468071
GTM,CTG,20555,91975,364512214
GTM,CTG,72514,129220,517842096
GTM,CTG,51313,94731,381124074
GTM,CTG,1457,3570,14361009
GTM,CTG,204,689,2771187
GTM,CTG,3725,6250,24990688
GTM,CTG,3023,5275,21093740
GTM,CTG,87,557,2226370
GTM,CTG,53,397,1587289
GTM,CTG,1866,4502,18000692
GTM,CTG,3353,8647,34574836
GTM,CTG,1496,11551,46188029
GTM,CTG,83,476,1904970
GTM,CTG,106,659,2636298
GTM,CTG,5191,106939,427596021
GTM,CTG,338,6517,26056850
GTM,CTG,253,4530,18111331
GTM,CTG,695,9818,39258331
GTM,CTG,9456,7163,28527364
GTM,CTG,684,3019,12072421
GTM,CTG,1200,1788,7149336
GTM,CTG,19436,157173,600723370
GTM,CTG,3900,66300,253401915
GTM,CTG,511,115639,461591447
GTM,CTG,124,34216,136266335
GTM,CTG,99,3500,13378551
GTM,CTG,31,115100,442537631
GTM,CTG,10,7318,28134474
GTM,CTG,23,6779,26065774
GTM,CTG,9,2100,8074139
GTM,CTG,1152,1930,7536632
GTM,CTG,9000,17710,70058635
GTM,CTG,3000,6300,24922044
GTM,CTG,7456,220290,862528117
GTM,CTG,485,5220,20648863
GTM,CTG,565,2379,9354334
GTM,CTG,36000,4633,18328581
GTM,CTG,2726,8202,32114044
GTM,CTG,7057,80647,319515356
GTM,CTG,3969,38862,154642485
GTM,CTG,45,2415,9455763
GTM,CTG,900,2422,9485129
GTM,CTG,503,17514,69368493
GTM,CTG,8000,15200,60129376
GTM,CTG,0,46,181812
GTM,CTG,152,6128,24407986
GTM,CTG,8000,29935,117722082
GTM,CTG,14004,8780,34618581
GTM,CTG,14004,2204,8691660
GTM,CTG,58,647,2559454
GTM,CTG,45,3018,12021983
GTM,CTG,31,2841,11317802
GTM,CTG,511,30286,120633362
GTM,CTG,5,154,612847
GTM,CTG,1470,30371,120972049
GTM,CTG,16,584,2324885
GTM,CTG,121,11131,44335885
GTM,CTG,135,6842,27252672
GTM,CTG,200,16713,66572059
GTM,CTG,145,20749,82644746
GTM,CTG,1534,16329,65039622
GTM,CTG,10185,29464,117360288
GTM,CTG,47967,85494,335690208
GTM,CTG,2544,5826,22809416
GTM,CTG,197,478,1871027
GTM,CTG,7500,1594,6351133
GTM,CTG,3,66,263565
GTM,CTG,47,476,1883339
GTM,CTG,19,548,2183881
GTM,CTG,42,619,2466844
GTM,CTG,161,3544,14116921
GTM,CTG,21,584,2325004
GTM,CTG,105,1642,6538620
GTM,CTG,36,103,408910
GTM,CTG,18,120,477739
GTM,CTG,23,685,2727382
GTM,CTG,17,533,2124772
GTM,CTG,42,1252,4988776
GTM,CTG,25,731,2909811
GTM,CTG,51,1517,6041443
GTM,CTG,16,307,1224261
GTM,CTG,3,39,153710
GTM,CTG,11200,1190,4739948
GTM,CTG,9,602,2397657
GTM,CTG,88,5248,20903651
GTM,CTG,695,33089,131798450
GTM,CTG,75,2783,11085345
GTM,CTG,34,1482,5901037
GTM,CTG,1677,13802,54599056
GTM,CTG,76,1807,7195640
GTM,CTG,1155,8356,33417637
GTM,CTG,270,973,3826449
GTM,CTG,12,120,473782
GTM,CTG,11700,1673,6691446
GTM,CTG,170,1434,5711598
GTM,CTG,406,5408,21267132
GTM,CTG,150,1501,5940284
GTM,CTG,25,27,105052
GTM,CTG,10,99,391086
GTM,CTG,7800,133380,529704653
GTM,CTG,65,270,1070264
GTM,CTG,6406,32758,131014968
GTM,CTG,1184,258320,1023451137
GTM,CTG,188,48523,191981698
GTM,CTG,500,94,371433
GTM,CTG,4,58,230442
GTM,CTG,30,112,441179
GTM,CTG,56,5870,23225588
GTM,CTG,59,1645,6509424
GTM,CTG,74,747,2954077
GTM,CTG,850,4261,16860348
GTM,CTG,44,255,1010517
GTM,CTG,13,404,1609870
GTM,CTG,25,330,1305612
GTM,CTG,62,128,511556
GTM,CTG,1890,3056,12222018
GTM,CTG,4600,8957,35823854
GTM,CTG,111625,249703,988378807
GTM,CTG,19090,43070,172255810
GTM,CTG,3,38,151018
GTM,CTG,20200,47762,187008768
GTM,CTG,3,130,520166
GTM,CTG,2037,7555,30173830
GTM,CTG,11264,20766,81997277
GTM,CTG,14400,172512,688474691
GTM,CTG,180,1676,6441979
GTM,CTG,396,2644,10164716
GTM,CTG,686,6342,24385169
GTM,CTG,0,13,50175
GTM,CTG,282,700310,2765202047
GTM,CTG,41000,75410,301633213
GTM,CTG,6565,90204,356175997
GTM,CTG,34527,174765,681263866
GTM,CTG,108,665,2602038
GTM,CTG,24,114,444480
GTM,CTG,60,339,1328270
GTM,CTG,48,155,605169
GTM,CTG,48,130,507440
GTM,CTG,504,2596,10164300
GTM,CTG,36,166,651214
GTM,CTG,504,2529,9902592
GTM,CTG,120,808,3164451
GTM,CTG,72,619,2424434
GTM,CTG,72,613,2399062
GTM,CTG,108,1184,4634616
GTM,CTG,432,3638,14242612
GTM,CTG,1332,291239,1149263516
GTM,CTG,252,68717,271333403
GTM,CTG,600,13164,51906047
GTM,CTG,350,670,2576599
GTM,CTG,1,150,592281
GTM,CTG,140,1014,3999810
GTM,CTG,2710,16803,66252998
GTM,CTG,1474,2801,11044348
GTM,CTG,10944,18029,71088099
GTM,CTG,14505,43722,174863078
GTM,CTG,940,2835,11338384
GTM,CTG,8764,16559,66156852
GTM,CTG,19507,37065,146171432
GTM,CTG,9241,25866,102417607
GTM,CTG,182,50,198729
GTM,CTG,576,965,3804235
GTM,CTG,4,48944,195703073
GTM,CTG,8586,19928,78231920
GTM,CTG,1477,8851,35256414
GTM,CTG,41388,177034,705154172
GTM,CTG,1915,6226,24797777
GTM,CTG,220,3564,14338720
GTM,CTG,20925,57500,231332885
GTM,CTG,1067,10820,43098320
GTM,CTG,19658,93533,357486159
GTM,CTG,47,87,347232
GTM,CTG,108,198,792822
GTM,CTG,1274,1642,6276035
GTM,CTG,974,1187,4732597
GTM,CTG,325,396,1584924
GTM,CTG,61,106,423110
GTM,CTG,10180,13244,52938448
GTM,CTG,48,77,295368
GTM,CTG,96,110,418744
GTM,CTG,1457,2212,8848081
GTM,CTG,7084,47099,187837285
GTM,CTG,443,2402,9492129
GTM,CTG,6918,34424,135953693
GTM,CTG,1014,4479,17153161
GTM,CTG,2094,13857,54579644
GTM,CTG,223,1569,6249535
GTM,CTG,50606,205148,820285410
GTM,CTG,1449,35649,137065054
GTM,CTG,1377,31987,122255378
GTM,CTG,111,4356,16648850
GTM,CTG,956,21072,80539002
GTM,CTG,59,2307,8868631
GTM,CTG,176,4198,16043743
GTM,CTG,2000,26380,100825679
GTM,CTG,5874,19357,77400278
GTM,CTG,2075,1286,5144867
GTM,CTG,1178,4158,16624525
GTM,CTG,3,2,5733
GTM,CTG,34,250,955512
GTM,CTG,16,45,171992
GTM,CTG,832,1256,4965557
GTM,CTG,18,144,551828
GTM,CTG,20900,58860,235351219
GTM,CTG,3310,3850,15396806
GTM,CTG,30180,66198,264753307
GTM,CTG,8043,16297,65164117
GTM,CTG,78,65680,251032244
GTM,CTG,1,441,1685562
GTM,CTG,2888,17056,67935810
GTM,CTG,9240,26194,104334631
GTM,CTG,25,466,1804367
GTM,CTG,28,1460,5874892
GTM,CTG,15,2062,8296462
GTM,CTG,95,5974,24034657
GTM,CTG,2,1325,5329949
GTM,CTG,43,3755,15106993
GTM,CTG,343,6120,23693545
GTM,CTG,349,9039,34993572
GTM,CTG,20,753,2916131
GTM,CTG,62,742,2983613
GTM,CTG,25,3178,12302423
GTM,CTG,23,685,2651014
GTM,CTG,25,10357,40096801
GTM,CTG,25,636,2460500
GTM,CTG,5205,36103,144409551
GTM,CTG,209,11534,44653266
GTM,CTG,287,2362,9344659
GTM,CTG,1136,3526,14100710
GTM,CTG,83,762,3015172
GTM,CTG,59,126,498441
GTM,CTG,225,3048,12058313
GTM,CTG,850,1300,5142644
GTM,CTG,8348,31538,124759515
GTM,CTG,110,273,1078373
GTM,CTG,5,342,1354691
GTM,CTG,979,11080,43829568
GTM,CTG,100,598,2365616
GTM,CTG,6080,22218,87893324
GTM,CTG,801,126858,499918400
GTM,CTG,14,523,2023104
GTM,CTG,80,43149,164916871
GTM,CTG,1,0,724
GTM,CTG,38,2,9656
GTM,CTG,0,8,32913
GTM,CTG,0,4,16456
GTM,CTG,1,2,8268
GTM,CTG,3,6,24724
GTM,CTG,2,4,16536
GTM,CTG,80,375,1443688
GTM,CTG,8547,36130,138911832
GTM,CTG,8567,55298,221159680
GTM,CTG,7016,12613,49517621
GTM,CTG,20400,39423,157669529
GTM,CTG,216,3203,12809374
GTM,CTG,10,10895,43389338
GTM,CTG,6,150,597472
GTM,CTG,13610,90107,358908900
GTM,CTG,28,4,14339
GTM,CTG,3000,39000,155996490
GTM,CTG,150000,45572,174179112
GTM,CTG,14516,58183,229736402
GTM,CTG,62,210,828996
GTM,CTG,760,2219,8591522
GTM,CTG,1600,4064,15733573
GTM,CTG,5188,12839,50695660
GTM,CTG,218000,20847,79676595
GTM,CTG,510050,21196,81557311
GTM,CTG,555,3439,13464381
GTM,CTG,320,3440,13469079
GTM,CTG,700,542,2122163
GTM,CTG,2480,4784,18733179
GTM,CTG,797,2852,11247099
GTM,CTG,1608,1944,7611753
GTM,CTG,731,4805,18813759
GTM,CTG,33,162,634495
GTM,CTG,2082,10447,40904380
GTM,CTG,698,2795,10943274
GTM,CTG,1133,7379,28893289
GTM,CTG,46000,163676,633663450
GTM,CTG,123200,29526,116421904
GTM,CTG,4814,16334,64404900
GTM,CTG,39000,19287,76049220
GTM,CTG,8198,56153,221413003
GTM,CTG,6,27929,111676345
GTM,CTG,9000,29386,117029347
GTM,CTG,805,4779,19033562
GTM,CTG,199,2521,10038290
GTM,CTG,35025,1798,7161053
GTM,CTG,2500,52,208564
GTM,CTG,105800,5766,22963573
GTM,CTG,325300,13875,55258860
GTM,CTG,5401,21768,87577235
GTM,CTG,8303,26326,103682173
GTM,CTG,170,2187,8727536
GTM,CTG,202600,15706,60694321
GTM,CTG,30200,785,3016638
GTM,CTG,29000,1631,6404407
GTM,CTG,3672505,55628,215089524
GTM,CTG,247,273,1043420
GTM,CTG,18,576,2201501
GTM,CTG,2272,10046,40170311
GTM,CTG,116,10182,38916113
GTM,CTG,1,22,84085
GTM,CTG,2,60,229323
GTM,CTG,52,6293,25160864
GTM,CTG,2034,1750,6997392
GTM,CTG,112,1750,6997392
GTM,CTG,25,886,3544159
GTM,CTG,192600,11680,46204560
GTM,CTG,26000,1833,7252157
GTM,CTG,311000,14230,56292687
GTM,CTG,242000,340649,1353492213
GTM,CTG,93000,136120,536633574
GTM,CTG,13556,71346,280581886
GTM,CTG,101172,293019,1156978776
GTM,CTG,125263,301404,1187336055
GTM,CTG,11523,68250,262407283
GTM,CTG,55670,157670,619563151
GTM,CTG,22500,4818,18947455
GTM,CTG,3500,10131,40524688
GTM,CTG,3500,13281,53121285
GTM,CTG,6434,481695,1906273381
GTM,CTG,2788,27252,105505026
GTM,CTG,18000,235394,937609611
GTM,CTG,104832,310590,1242334007
GTM,CTG,50,88,342546
GTM,CTG,2000,3765,14477055
GTM,CTG,2000,4645,17859604
GTM,CTG,606,11004,43085353
GTM,CTG,4570,39765,156657069
GTM,CTG,13324,57036,223818959
GTM,CTG,56592,72271,287819258
GTM,CTG,5767,29584,115835452
GTM,CTG,13549,39422,154354473
GTM,CTG,3,0,1922
GTM,CTG,4,0,1922
GTM,CTG,990,20,79650
GTM,CTG,22,10,38448
GTM,CTG,2156,27010,106649907
GTM,CTG,248800,22055,87084694
GTM,CTG,4000,5871,22572341
GTM,CTG,40000,62378,239830635
GTM,CTG,9000,18851,74331636
GTM,CTG,1246,7506,29597527
GTM,CTG,297,860,3391006
GTM,CTG,17,120,473164
GTM,CTG,18000,50468,195382403
GTM,CTG,6000,70522,273024333
GTM,CTG,7539,41091,164362022
GTM,CTG,24000,188563,753971041
GTM,CTG,12,105,417266
GTM,CTG,666,3848,15221435
GTM,CTG,60,762,3014381
GTM,CTG,330,3094,12238148
GTM,CTG,360,3337,13201563
GTM,CTG,200,8275,32734907
GTM,CTG,900,5280,20887046
GTM,CTG,9,967,3825652
GTM,CTG,72,246,971248
GTM,CTG,5,291,1152743
GTM,CTG,100,1100,4351468
GTM,CTG,76530,160011,628542457
GTM,CTG,11520,6793,26599239
GTM,CTG,2,90,352389
GTM,CTG,10,180,704777
GTM,CTG,21612,30631,123234422
GTM,CTG,35581,56961,227758888
GTM,CTG,8979,27802,111164976
GTM,CTG,76418,123300,487738547
GTM,CTG,43421,61262,246468845
GTM,CTG,592,10427,41706822
GTM,CTG,28,1530,6120182
GTM,CTG,67,3330,13321460
GTM,CTG,87,2254,9014957
GTM,CTG,270,3739,14953744
GTM,CTG,1208,7314,29255542
GTM,CTG,357,8534,34136952
GTM,CTG,119,2409,9631331
GTM,CTG,16,156,623386
GTM,CTG,521,5080,20320503
GTM,CTG,238,2327,9308271
GTM,CTG,170,1660,6639531
GTM,CTG,99,962,3847673
GTM,CTG,2152,20998,83990830
GTM,CTG,897,8753,35010092
GTM,CTG,318,3102,12409561
GTM,CTG,1,8,33199
GTM,CTG,133,1299,5194563
GTM,CTG,55,536,2145672
GTM,CTG,1,3,10360
GTM,CTG,331,148,591427
GTM,CTG,1,0,320
GTM,CTG,1,2,9000
GTM,CTG,1,10,41959
GTM,CTG,22924,24419,97672362
GTM,CTG,100,235,938059
GTM,CTG,12951,119397,472797969
GTM,CTG,113,4955,19614256
GTM,CTG,933,28500,112879624
GTM,CTG,67,733,2904665
GTM,CTG,274,7415,29361435
GTM,CTG,6204,72246,286699836
GTM,CTG,990,3186,12597607
GTM,CTG,480,2507,9950357
GTM,CTG,294,1918,7578429
GTM,CTG,245,993,3932914
GTM,CTG,4074,17968,68674671
GTM,CTG,730,7927,31330387
GTM,CTG,28,1330,5265967
GTM,CTG,95,2937,11639402
GTM,CTG,594,6426,25492903
GTM,CTG,1986,15119,59795707
GTM,CTG,2293,4971,19729498
GTM,CTG,743,10794,42665341
GTM,CTG,1963,8293,32845995
GTM,CTG,1494,3031,12120284
GTM,CTG,546,2219,8873493
GTM,CTG,2240000,50400,201524904
GTM,CTG,23058,24561,98208924
GTM,CTG,708,723,2892948
GTM,CTG,399,286,1131803
GTM,CTG,65,40228,159138327
GTM,CTG,2427,13442,53747572
GTM,CTG,553,577,2291675
GTM,CTG,1475,13813,54655201
GTM,CTG,24,1236,4891545
GTM,CTG,107,6076,24039335
GTM,CTG,33,424,1676717
GTM,CTG,30,903,3574616
GTM,CTG,1042,13970,55274434
GTM,CTG,437,1450,5737500
GTM,CTG,161,777,3076341
GTM,CTG,10,35,137049
GTM,CTG,1,60,236214
GTM,CTG,107,2775,10980009
GTM,CTG,3,158,623427
GTM,CTG,22,732,2896704
GTM,CTG,49,1255,4967673
GTM,CTG,96,1150,4551461
GTM,CTG,158,272,1075289
GTM,CTG,6,29,113045
GTM,CTG,469,2001,7916923
GTM,CTG,612,2975,11679872
GTM,CTG,200,1152,4523665
GTM,CTG,1005,7971,31292352
GTM,CTG,1000,1031,4049078
GTM,CTG,500,476,1867489
GTM,CTG,28457,22589,89977008
GTM,CTG,6270,463,1845354
GTM,CTG,400,2209,8670416
GTM,CTG,115,83,326591
GTM,CTG,148,130,513231
GTM,CTG,12421,66107,260004043
GTM,CTG,8619,19836,78532352
GTM,CTG,60,15,58887
GTM,CTG,2,1,2905
GTM,CTG,21629,102703,409306106
GTM,CTG,3761,91200,361413919
GTM,CTG,2597,14504,58030836
GTM,CTG,3,38,150496
GTM,CTG,97,1289,5214814
GTM,CTG,62,3786,15110829
GTM,CTG,22,1020,4070378
GTM,CTG,13505,60091,239692385
GTM,CTG,48,3484,13929063
GTM,CTG,33,415,1655457
GTM,CTG,67,490,1957527
GTM,CTG,6,366,1462338
GTM,CTG,2,52,209362
GTM,CTG,242,1301,5191816
GTM,CTG,114,8118,32399640
GTM,CTG,2822,12188,47719656
GTM,CTG,300,1650,6506000
GTM,CTG,2167,33984,133998946
GTM,CTG,2400,5520,21613174
GTM,CTG,200,33600,131558448
GTM,CTG,450,3654,14306981
GTM,CTG,11611,50783,198837673
GTM,CTG,2587,6122,23968305
GTM,CTG,1354,42800,167578525
GTM,CTG,8220,18558,71353522
GTM,CTG,1,202,797585
GTM,CTG,1,144,569884
GTM,CTG,2,235,931056
GTM,CTG,9159,73596,284922305
GTM,CTG,3,92,363743
GTM,CTG,88,993,3927319
GTM,CTG,10,203,801461
GTM,CTG,23,829,3280018
GTM,CTG,22,187,740620
GTM,CTG,122,9400,37185588
GTM,CTG,1,172,681598
GTM,CTG,1,398,1575350
GTM,CTG,15,968,3829015
GTM,CTG,37,1466,5797619
GTM,CTG,1,102,403183
GTM,CTG,326,3623,14486442
GTM,CTG,6396,27084,108297604
GTM,CTG,5880,55919,221935044
GTM,CTG,243,10485,41466837
GTM,CTG,948,28686,113645740
GTM,CTG,76,795,3152539
GTM,CTG,385,8760,34735001
GTM,CTG,4739,47742,188827018
GTM,CTG,413,1353,5367960
GTM,CTG,542,2784,11050099
GTM,CTG,238,1187,4728622
GTM,CTG,618,2610,10331582
GTM,CTG,1295,12909,51473451
GTM,CTG,62,3855,15370629
GTM,CTG,76,4091,16172064
GTM,CTG,6,78,308400
GTM,CTG,194,3852,15266724
GTM,CTG,5851,21648,85733810
GTM,CTG,3957,8286,32878776
GTM,CTG,2492,37527,148619720
GTM,CTG,3604,14821,58605467
GTM,CTG,40,168,663355
GTM,CTG,645,659,2612625
GTM,CTG,124,89,352877
GTM,CTG,261,259,1028124
GTM,CTG,81,98,386806
GTM,CTG,1200,2040,8071790
GTM,CTG,40,400,1582704
GTM,CTG,873,17594,68889093
GTM,CTG,2,2,7831
GTM,CTG,1235,10854,43399828
GTM,CTG,576,1008,4030498
GTM,CTG,165,4228,16907500
GTM,CTG,2146,3139,12552283
GTM,CTG,8152,120701,464073335
GTM,CTG,1,5,19713
GTM,CTG,2,1754,6984986
GTM,CTG,1,10000,39985100
GTM,CTG,1267,5747,22985563
GTM,CTG,5829,20302,81207813
GTM,CTG,450,1990,7959701
GTM,CTG,15959,22328,89310590
GTM,CTG,157,703,2812577
GTM,CTG,85,467,1868598
GTM,CTG,1112,3898,15593489
GTM,CTG,186,2741,10962313
GTM,CTG,1092,3160,12640476
GTM,CTG,629,2162,8649725
GTM,CTG,232,1224,4896130
GTM,CTG,162,1044,4176426
GTM,CTG,2,4418,17598632
GTM,CTG,4728,16395,63738002
GTM,CTG,7396,21439,85296691
GTM,CTG,879,3860,15169698
GTM,CTG,12584,18898,74273256
GTM,CTG,2908,9520,36690319
GTM,CTG,20,203,781265
GTM,CTG,271,1543,5933311
GTM,CTG,1773,7580,30308586
GTM,CTG,244,3272,12995831
GTM,CTG,818,3313,13014230
GTM,CTG,2088,2647,10584976
GTM,CTG,209,1330,5319138
GTM,CTG,824,15467,60985425
GTM,CTG,3237,12385,48833953
GTM,CTG,455,1667,6572755
GTM,CTG,139,796,3139164
GTM,CTG,16018,24845,97964659
GTM,CTG,104,419,1653864
GTM,CTG,176,1246,4911714
GTM,CTG,244,3202,12626962
GTM,CTG,385,8159,32171813
GTM,CTG,1257,19091,75277095
GTM,CTG,107,493,1943559
GTM,CTG,1842,6272,24728989
GTM,CTG,112,541,2133652
GTM,CTG,906,1400,5521661
GTM,CTG,109,594,2343303
GTM,CTG,0,245,969841
GTM,CTG,70000,2879,11390404
GTM,CTG,16000,171,678228
GTM,CTG,143920,949,3755994
GTM,CTG,10,535,2115719
GTM,CTG,1718,1979,7831180
GTM,CTG,4,412,1629354
GTM,CTG,2824,6153,24344441
GTM,CTG,30,4441,17570032
GTM,CTG,16000,142,563245
GTM,CTG,969,5564,22016916
GTM,CTG,2000,5500,21686665
GTM,CTG,8700,68967,272318958
GTM,CTG,174,3383,13359727
GTM,CTG,516,11486,45352457
GTM,CTG,1636,6610,26064375
GTM,CTG,5346,15982,63016165
GTM,CTG,119,563,2219532
GTM,CTG,12531,19634,77417451
GTM,CTG,724,2423,9554750
GTM,CTG,49,429,1692585
GTM,CTG,380,5933,22969506
GTM,CTG,142,2214,8572668
GTM,CTG,537,8374,32418787
GTM,CTG,1532,23905,92546393
GTM,CTG,113,601,2368972
GTM,CTG,53,442,1744239
GTM,CTG,173,2442,9627854
GTM,CTG,3481,10662,42042360
GTM,CTG,769,2886,11380649
